y,m,d,Ec,Ei,Es,Es_eq,ET,Rn,FILTER,ET_obs
2014,3,14,1.54,0.00,0.43,1.26,1.97,146.31,0,1.07
2014,3,15,0.92,0.91,0.17,0.40,2.00,46.48,0,1.12
2014,3,16,0.94,0.05,0.34,0.75,1.33,99.42,0,2.14
2014,3,17,0.92,0.13,0.33,0.71,1.38,88.07,0,1.67
2014,3,18,1.27,0.00,0.48,1.05,1.75,126.86,1,1.55
2014,3,19,1.41,0.00,0.43,1.13,1.84,138.37,1,1.60
2014,3,20,1.54,0.00,0.45,1.16,1.99,137.12,1,0.95
2014,3,21,1.37,0.00,0.40,1.01,1.77,117.41,1,1.21
2014,3,22,1.15,0.00,0.43,1.09,1.58,143.17,1,1.07
2014,3,23,0.96,0.00,0.22,0.66,1.17,88.61,1,0.92
2014,3,24,1.12,0.01,0.32,0.97,1.46,125.91,0,1.13
2014,3,25,1.19,0.35,0.38,1.02,1.91,124.02,0,1.73
2014,3,26,0.92,0.41,0.27,0.64,1.59,76.24,0,1.15
2014,3,27,0.75,2.61,0.64,0.76,4.00,90.66,0,2.07
2014,3,28,1.11,0.07,0.92,1.06,2.11,127.21,0,2.46
2014,3,29,1.36,0.04,0.94,1.08,2.34,128.71,0,1.80
2014,3,30,1.09,0.30,0.88,0.97,2.27,115.70,0,2.22
2014,3,31,1.32,0.00,0.96,1.04,2.29,118.34,1,1.50
2014,4,1,1.40,0.10,1.06,1.13,2.56,119.77,0,1.81
2014,4,2,0.67,0.12,0.27,0.32,1.06,34.56,0,1.09
2014,4,3,0.69,0.05,0.64,0.74,1.38,86.73,0,1.60
2014,4,4,0.85,0.00,0.71,0.81,1.56,94.70,0,1.24
2014,4,5,1.03,0.09,0.79,0.91,1.92,102.72,0,1.39
2014,4,6,1.07,0.00,0.74,0.91,1.82,102.50,1,1.33
2014,4,7,0.83,0.00,0.46,0.55,1.29,61.93,1,1.03
2014,4,8,0.69,0.24,0.43,0.48,1.35,53.87,0,1.08
2014,4,9,0.11,2.43,0.22,0.22,2.77,26.44,0,2.00
2014,4,10,0.06,2.85,0.18,0.18,3.09,20.87,0,-4.58
2014,4,11,0.62,0.40,0.80,0.80,1.82,92.02,0,2.16
2014,4,12,0.91,0.00,0.89,0.89,1.80,101.47,1,2.18
2014,4,13,0.89,0.00,0.84,0.84,1.73,99.20,1,1.82
2014,4,14,0.93,0.00,0.77,0.77,1.70,93.11,1,1.71
2014,4,15,0.94,0.00,0.76,0.76,1.70,91.38,1,1.49
2014,4,16,0.88,0.00,0.68,0.68,1.56,80.90,1,1.29
2014,4,17,0.96,0.00,0.69,0.69,1.66,80.84,1,1.36
2014,4,18,0.58,0.09,0.30,0.30,0.97,36.62,0,0.91
2014,4,19,0.71,0.00,0.46,0.46,1.18,60.08,1,1.05
2014,4,20,0.56,0.00,0.34,0.34,0.90,43.70,1,0.76
2014,4,21,0.73,0.00,0.53,0.53,1.26,67.19,1,1.17
2014,4,22,0.52,0.13,0.24,0.24,0.88,28.86,0,1.10
2014,4,23,0.83,0.01,0.53,0.53,1.37,63.93,0,1.24
2014,4,24,0.82,0.00,0.51,0.51,1.33,64.30,1,1.02
2014,4,25,0.84,0.00,0.61,0.61,1.46,78.78,1,1.10
2014,4,26,0.74,0.02,0.51,0.51,1.26,61.60,0,1.13
2014,4,27,0.83,0.00,0.53,0.53,1.36,68.22,1,1.03
2014,4,28,0.73,0.09,0.63,0.63,1.46,77.38,0,1.06
2014,4,29,0.12,1.83,0.00,0.00,1.95,-3.69,0,0.22
2014,4,30,0.60,0.04,0.49,0.49,1.13,64.23,0,1.37
2014,5,1,0.61,0.03,0.41,0.41,1.05,55.57,0,1.11
2014,5,2,0.26,0.76,0.23,0.23,1.25,30.28,0,1.43
2014,5,3,0.40,0.50,0.42,0.42,1.32,55.57,0,1.78
2014,5,4,0.57,0.09,0.43,0.43,1.09,58.09,0,1.57
2014,5,5,0.32,0.17,0.27,0.27,0.76,35.33,0,1.01
2014,5,6,0.51,0.04,0.37,0.37,0.91,49.03,0,1.08
2014,5,7,0.63,0.00,0.42,0.42,1.06,56.63,1,1.02
2014,5,8,0.71,0.00,0.39,0.39,1.10,52.92,1,0.77
2014,5,9,0.50,0.17,0.20,0.20,0.86,24.72,0,1.27
2014,5,10,0.10,0.51,0.12,0.12,0.73,14.54,0,-1.17
2014,5,11,0.38,0.05,0.47,0.47,0.90,61.85,0,1.70
2014,5,12,0.59,0.00,0.53,0.53,1.12,68.68,1,1.48
2014,5,13,0.59,0.00,0.55,0.55,1.15,70.43,1,1.29
2014,5,14,0.64,0.00,0.43,0.43,1.07,52.84,1,1.16
2014,5,15,0.69,0.00,0.39,0.39,1.09,46.84,1,1.40
2014,5,16,0.68,0.00,0.34,0.34,1.02,40.39,1,1.14
2014,5,17,0.68,0.00,0.37,0.37,1.05,44.21,1,1.27
2014,5,18,0.57,0.00,0.28,0.28,0.85,33.74,1,0.97
2014,5,19,0.61,0.06,0.44,0.44,1.11,51.56,0,1.05
2014,5,20,0.59,0.19,0.44,0.44,1.22,51.88,0,1.39
2014,5,21,0.59,0.00,0.43,0.43,1.02,50.72,1,0.86
2014,5,22,0.51,0.01,0.27,0.27,0.79,30.96,0,1.31
2014,5,23,0.34,0.88,0.09,0.09,1.31,10.79,0,0.76
2014,5,24,0.34,0.00,0.27,0.27,0.61,33.96,1,0.78
2014,5,25,0.29,0.07,0.39,0.39,0.75,47.91,0,1.07
2014,5,26,0.47,0.00,0.39,0.39,0.86,46.87,0,1.79
2014,5,27,0.16,1.72,0.00,0.00,1.88,-1.30,0,-0.45
2014,5,28,0.29,0.18,0.29,0.29,0.76,36.18,0,1.33
2014,5,29,0.43,0.00,0.25,0.25,0.68,32.81,1,0.61
2014,5,30,0.47,0.05,0.31,0.31,0.82,41.25,0,0.74
2014,5,31,0.35,1.78,0.32,0.32,2.45,40.40,0,0.80
2014,6,1,0.06,1.14,0.09,0.09,1.29,11.41,0,1.12
2014,6,2,0.28,0.06,0.25,0.25,0.58,32.11,0,1.01
2014,6,3,0.22,0.04,0.29,0.29,0.55,36.70,0,0.89
2014,6,4,0.28,0.08,0.20,0.20,0.56,25.53,0,0.62
2014,6,5,0.27,0.20,0.14,0.14,0.62,18.87,0,0.62
2014,6,6,0.45,0.00,0.27,0.27,0.71,35.46,1,0.91
2014,6,7,0.38,0.07,0.15,0.15,0.60,19.32,0,0.76
2014,6,8,0.52,0.03,0.19,0.19,0.73,25.60,0,0.84
2014,6,9,0.48,0.00,0.20,0.20,0.69,27.66,1,0.62
2014,6,10,0.20,0.00,0.17,0.17,0.37,23.88,1,0.66
2014,6,11,0.34,0.00,0.37,0.37,0.71,51.51,1,1.04
2014,6,12,0.28,0.43,0.16,0.16,0.87,21.21,0,1.53
2014,6,13,0.07,1.23,0.18,0.18,1.49,24.13,0,-2.99
2014,6,14,0.26,0.38,0.09,0.09,0.74,11.83,0,1.02
2014,6,15,0.46,0.03,0.21,0.21,0.70,27.98,0,0.91
2014,6,16,0.14,0.35,0.08,0.08,0.57,10.40,0,2.18
2014,6,17,0.39,0.03,0.20,0.20,0.61,27.04,0,0.85
2014,6,18,0.46,0.01,0.24,0.24,0.71,33.33,0,0.64
2014,6,19,0.07,0.03,0.15,0.15,0.25,20.91,0,0.55
2014,6,20,0.35,0.10,0.47,0.47,0.92,61.52,0,1.55
2014,6,21,0.09,0.63,0.17,0.17,0.89,20.92,0,1.01
2014,6,22,0.19,0.15,0.24,0.24,0.58,29.60,0,1.43
2014,6,23,0.20,0.82,0.03,0.03,1.05,3.35,0,0.27
2014,6,24,0.36,0.47,0.28,0.28,1.11,34.12,0,1.65
2014,6,25,0.25,0.27,0.26,0.26,0.78,32.36,0,1.77
2014,6,26,0.41,0.17,0.38,0.38,0.95,45.01,0,1.72
2014,6,27,0.27,0.00,0.03,0.03,0.30,3.76,0,0.36
2014,6,28,0.18,0.72,0.17,0.17,1.07,21.76,0,1.60
2014,6,29,0.23,0.91,0.07,0.07,1.21,9.58,0,0.47
2014,6,30,0.24,0.22,0.25,0.25,0.70,32.72,0,0.85
2014,7,1,0.25,0.07,0.14,0.14,0.45,17.83,0,0.65
2014,7,2,0.40,0.00,0.18,0.18,0.58,23.18,1,0.57
2014,7,3,0.05,0.00,0.23,0.23,0.28,33.44,0,1.27
2014,7,4,0.25,0.07,0.39,0.39,0.71,51.19,0,1.25
2014,7,5,0.26,0.31,0.42,0.42,1.00,53.61,0,1.49
2014,7,6,0.21,0.08,0.32,0.32,0.61,42.63,0,1.18
2014,7,7,0.22,0.04,0.40,0.40,0.66,52.56,0,0.73
2014,7,8,0.27,0.00,0.18,0.18,0.45,22.80,0,1.29
2014,7,9,0.21,0.40,0.27,0.27,0.88,35.07,0,1.57
2014,7,10,0.20,0.06,0.15,0.15,0.42,19.80,0,0.92
2014,7,11,0.14,0.15,0.10,0.10,0.39,13.16,0,0.84
2014,7,12,0.28,0.40,0.41,0.41,1.08,55.37,0,1.34
2014,7,13,0.25,0.00,0.24,0.24,0.49,34.09,1,0.67
2014,7,14,0.27,0.00,0.18,0.18,0.45,24.23,1,0.63
2014,7,15,0.11,1.23,0.10,0.10,1.44,12.59,0,4.23
2014,7,16,0.11,0.28,0.06,0.06,0.45,8.09,0,0.53
2014,7,17,0.23,0.30,0.18,0.18,0.70,25.30,0,0.95
2014,7,18,0.36,0.02,0.17,0.17,0.55,22.96,0,1.15
2014,7,19,0.45,0.00,0.28,0.28,0.73,36.07,1,1.10
2014,7,20,0.38,0.00,0.33,0.33,0.71,44.00,1,0.62
2014,7,21,0.24,0.00,0.31,0.31,0.55,43.23,1,0.88
2014,7,22,0.26,0.00,0.46,0.46,0.72,64.49,1,1.16
2014,7,23,0.23,0.00,0.29,0.29,0.52,41.45,0,0.75
2014,7,24,0.21,0.38,0.13,0.13,0.72,16.88,0,7.45
2014,7,25,0.30,0.67,0.39,0.39,1.36,47.36,0,1.98
2014,7,26,0.21,0.14,0.23,0.23,0.58,28.26,0,0.97
2014,7,27,0.36,0.02,0.35,0.35,0.73,43.79,0,1.04
2014,7,28,0.48,0.00,0.43,0.43,0.91,53.73,1,1.24
2014,7,29,0.33,0.20,0.23,0.23,0.76,28.15,0,2.28
2014,7,30,0.21,0.29,0.25,0.25,0.75,29.29,0,1.51
2014,7,31,0.66,0.92,0.65,0.65,2.24,76.47,0,2.73
2014,8,1,0.22,0.33,0.14,0.14,0.70,20.85,0,0.87
2014,8,2,0.45,0.02,0.35,0.35,0.82,50.64,0,0.87
2014,8,3,0.51,0.00,0.40,0.40,0.92,57.57,1,0.75
2014,8,4,0.53,0.00,0.44,0.44,0.97,62.60,1,0.58
2014,8,5,0.52,0.00,0.66,0.66,1.18,90.11,0,0.87
2014,8,6,0.29,0.00,0.27,0.27,0.55,33.19,1,0.91
2014,8,7,0.45,0.06,0.55,0.55,1.06,66.66,0,1.15
2014,8,8,0.37,0.00,0.28,0.28,0.64,34.37,1,0.75
2014,8,9,0.44,0.00,0.43,0.43,0.87,55.02,1,0.98
2014,8,10,0.50,0.05,0.46,0.46,1.01,59.14,0,1.26
2014,8,11,0.42,0.06,0.40,0.40,0.88,56.94,0,1.20
2014,8,12,0.54,0.00,0.48,0.48,1.02,66.37,1,1.01
2014,8,13,0.55,0.00,0.50,0.50,1.06,65.89,1,1.01
2014,8,14,0.60,0.00,0.54,0.54,1.15,68.79,1,0.83
2014,8,15,0.61,0.00,0.60,0.60,1.21,77.03,1,1.01
2014,8,16,0.31,0.00,0.16,0.16,0.47,21.20,1,0.41
2014,8,17,0.53,0.00,0.53,0.53,1.07,65.80,1,1.16
2014,8,18,0.36,0.80,0.32,0.32,1.48,39.46,0,0.83
2014,8,19,0.40,0.00,0.71,0.71,1.11,89.45,1,1.15
2014,8,20,0.58,0.00,0.60,0.60,1.18,76.34,1,0.94
2014,8,21,0.56,0.02,0.79,0.79,1.37,98.97,0,0.85
2014,8,22,0.72,0.00,0.83,0.83,1.54,101.68,1,1.12
2014,8,23,0.66,0.03,0.76,0.76,1.45,89.59,0,1.10
2014,8,24,0.71,0.07,0.76,0.76,1.53,89.19,0,1.14
2014,8,25,0.50,0.62,0.59,0.59,1.71,72.65,0,0.85
2014,8,26,0.79,0.00,0.79,0.79,1.58,91.49,1,1.29
2014,8,27,0.81,0.00,0.81,0.84,1.63,95.83,1,1.61
2014,8,28,0.79,0.00,0.75,0.79,1.53,92.70,1,1.04
2014,8,29,0.69,0.00,0.73,0.79,1.42,95.22,1,1.06
2014,8,30,0.71,0.00,0.69,0.82,1.40,96.34,0,0.94
2014,8,31,0.77,0.00,0.67,0.90,1.44,105.58,0,1.71
2014,9,1,0.24,0.97,0.05,0.06,1.26,7.80,0,-0.64
2014,9,2,0.59,0.09,0.48,0.70,1.16,89.73,0,1.87
2014,9,3,0.65,0.00,0.55,0.82,1.20,106.15,1,1.51
2014,9,4,0.54,0.00,0.42,0.63,0.96,80.95,0,1.32
2014,9,5,0.66,0.00,0.58,0.90,1.25,113.28,1,1.59
2014,9,6,0.69,0.00,0.59,0.92,1.28,114.75,1,1.26
2014,9,7,0.75,0.00,0.64,1.05,1.40,130.00,0,1.90
2014,9,8,0.88,0.00,0.61,1.05,1.49,116.65,0,1.80
2014,9,9,0.31,0.56,0.41,0.58,1.28,65.68,0,1.98
2014,9,10,0.76,0.00,0.67,0.98,1.43,113.97,1,2.19
2014,9,11,0.70,0.10,0.65,0.96,1.45,114.99,0,1.94
2014,9,12,0.56,0.00,0.41,0.62,0.97,80.35,1,1.14
2014,9,13,0.63,0.00,0.67,1.04,1.29,131.60,1,1.53
2014,9,14,0.79,0.09,0.69,1.08,1.57,130.53,0,1.52
2014,9,15,0.59,0.11,0.42,0.63,1.12,72.95,0,1.57
2014,9,16,0.52,0.09,0.30,0.45,0.92,52.19,0,0.84
2014,9,17,0.71,0.00,0.59,0.90,1.31,111.72,1,1.59
2014,9,18,0.62,0.04,0.47,0.71,1.13,92.24,0,1.25
2014,9,19,0.75,0.00,0.47,0.93,1.22,116.76,1,1.28
2014,9,20,0.75,0.00,0.51,1.02,1.26,124.08,1,1.31
2014,9,21,0.89,0.00,0.56,1.14,1.45,136.78,0,1.51
2014,9,22,0.98,0.00,0.57,1.19,1.55,136.98,1,1.24
2014,9,23,1.05,0.00,0.54,1.15,1.59,125.47,0,1.38
2014,9,24,0.59,2.27,0.68,0.68,3.53,73.26,0,2.38
2014,9,25,0.78,0.43,1.38,1.38,2.60,156.49,0,3.20
2014,9,26,0.64,0.01,0.65,0.65,1.31,77.39,0,1.44
2014,9,27,0.87,0.00,1.22,1.23,2.09,139.44,0,2.31
2014,9,28,1.17,0.00,1.31,1.35,2.48,138.27,0,3.31
2014,9,29,1.06,0.00,1.33,1.40,2.39,152.45,0,2.17
2014,9,30,0.92,0.07,1.06,1.11,2.05,124.51,0,2.36
2014,10,1,0.82,0.00,0.95,1.00,1.77,124.60,1,1.73
2014,10,2,0.80,0.00,1.07,1.15,1.87,137.56,1,1.63
2014,10,3,1.02,0.00,1.15,1.53,2.17,171.65,0,1.94
2014,10,4,1.15,0.00,1.08,1.50,2.23,161.55,0,2.60
2014,10,5,1.10,0.00,1.09,1.56,2.19,168.23,0,2.04
2014,10,6,0.62,0.76,0.36,0.44,1.74,46.83,0,2.58
2014,10,7,0.76,0.05,0.76,0.93,1.57,107.72,0,2.27
2014,10,8,0.81,0.01,0.79,0.96,1.61,111.26,0,1.85
2014,10,9,0.99,0.00,1.18,1.46,2.17,162.99,1,2.34
2014,10,10,0.83,0.00,0.80,0.99,1.63,107.47,0,2.40
2014,10,11,1.22,0.00,1.19,1.68,2.41,175.94,0,2.53
2014,10,12,1.28,0.00,1.26,1.82,2.54,188.77,0,3.18
2014,10,13,0.56,0.23,0.85,1.21,1.64,150.03,0,2.28
2014,10,14,0.83,0.08,1.12,1.60,2.03,198.85,0,2.45
2014,10,15,0.95,0.00,1.05,1.52,1.99,185.87,0,1.96
2014,10,16,0.74,0.11,0.72,1.04,1.57,125.49,0,1.57
2014,10,17,1.11,0.00,1.07,1.63,2.18,189.92,1,2.21
2014,10,18,1.18,0.00,1.02,1.62,2.20,177.22,0,1.82
2014,10,19,1.26,0.00,0.95,1.53,2.21,154.44,0,2.61
2014,10,20,1.12,0.00,1.08,1.80,2.20,199.75,0,2.09
2014,10,21,1.26,0.00,1.08,1.85,2.34,194.32,0,1.89
2014,10,22,1.35,0.00,1.09,1.90,2.44,185.81,0,2.17
2014,10,23,1.20,0.00,1.11,1.97,2.30,198.51,0,1.88
2014,10,24,1.36,0.00,0.94,1.70,2.30,162.96,1,3.06
2014,10,25,1.12,0.00,0.87,1.59,2.00,163.81,1,2.28
2014,10,26,1.13,0.00,0.26,1.43,1.39,147.16,1,2.33
2014,10,27,0.97,0.74,0.32,1.51,2.02,163.50,0,2.91
2014,10,28,0.81,0.04,0.18,0.86,1.04,98.27,0,1.45
2014,10,29,1.24,0.00,0.40,1.92,1.64,209.55,0,2.21
2014,10,30,1.36,0.00,0.41,2.00,1.77,206.01,0,2.63
2014,10,31,1.45,0.00,0.38,1.86,1.83,180.01,0,2.63
2014,11,1,0.91,0.24,0.28,1.27,1.43,142.89,0,2.88
2014,11,2,0.77,0.00,0.35,1.62,1.12,201.50,0,2.43
2014,11,3,1.27,0.00,0.39,1.81,1.66,200.03,0,2.17
2014,11,4,1.31,0.00,0.31,1.47,1.62,147.70,0,2.42
2014,11,5,1.11,0.00,0.42,1.98,1.53,222.39,0,1.68
2014,11,6,1.30,0.00,0.40,1.89,1.70,203.59,0,2.40
2014,11,7,1.53,0.00,0.28,2.07,1.81,202.57,0,1.79
2014,11,8,1.53,0.00,0.28,2.19,1.81,208.94,0,2.40
2014,11,9,1.19,0.00,0.24,1.90,1.43,206.41,1,1.72
2014,11,10,1.14,0.00,0.24,1.99,1.38,221.27,0,1.82
2014,11,11,1.19,0.00,0.24,1.98,1.42,219.97,0,1.87
2014,11,12,1.45,0.00,0.24,2.02,1.70,205.18,0,2.11
2014,11,13,1.55,0.00,0.24,2.01,1.79,187.09,0,2.50
2014,11,14,0.98,0.00,0.09,0.89,1.07,88.72,1,1.31
2014,11,15,0.87,0.78,0.16,0.97,1.81,105.18,0,1.70
2014,11,16,0.89,1.99,0.53,1.29,3.41,142.26,0,3.17
2014,11,17,1.06,0.02,0.54,1.36,1.62,148.30,0,2.73
2014,11,18,1.26,0.00,0.83,2.11,2.10,236.17,0,2.68
2014,11,19,1.54,0.00,0.84,2.14,2.38,226.22,0,2.92
2014,11,20,1.20,0.00,0.37,0.94,1.57,95.87,1,2.24
2014,11,21,1.59,0.02,0.83,2.09,2.45,225.15,0,2.74
2014,11,22,1.17,0.18,0.39,0.93,1.74,99.92,0,2.70
2014,11,23,1.58,0.04,0.86,2.06,2.49,214.11,0,4.05
2014,11,24,0.78,0.56,0.27,0.57,1.61,63.49,0,2.03
2014,11,25,1.39,0.00,0.93,1.97,2.32,236.36,0,3.73
2014,11,26,1.28,0.00,0.93,2.00,2.22,240.32,0,2.60
2014,11,27,1.37,0.00,0.94,2.03,2.31,242.37,1,2.42
2014,11,28,1.52,0.00,0.86,2.18,2.38,246.07,0,2.51
2014,11,29,1.68,0.00,0.84,2.21,2.53,233.45,0,2.31
2014,11,30,1.72,0.00,0.82,2.16,2.54,214.97,0,2.74
2014,12,1,1.58,0.02,0.74,1.93,2.33,195.46,0,2.45
2014,12,2,1.67,0.00,0.83,2.19,2.50,230.73,0,3.16
2014,12,3,1.01,0.11,0.34,0.93,1.46,100.03,0,2.03
2014,12,4,1.52,0.10,0.73,1.93,2.34,202.34,0,4.14
2014,12,5,1.29,0.09,0.75,1.96,2.13,212.75,0,2.73
2014,12,6,1.11,0.96,0.68,1.52,2.76,170.92,0,2.31
2014,12,7,1.07,0.33,0.85,1.80,2.26,210.30,0,3.62
2014,12,8,1.18,0.04,0.83,1.73,2.05,197.08,0,2.38
2014,12,9,1.50,0.00,1.08,2.26,2.58,250.86,0,3.06
2014,12,10,1.24,0.01,0.60,1.24,1.85,135.26,0,2.10
2014,12,11,1.33,0.02,1.07,2.20,2.42,246.90,0,1.76
2014,12,12,1.72,0.00,1.09,2.25,2.81,249.21,0,2.64
2014,12,13,1.80,0.00,1.10,2.28,2.90,250.62,0,2.27
2014,12,14,1.58,0.00,0.67,1.38,2.25,153.26,0,2.40
2014,12,15,1.86,0.12,0.93,1.86,2.90,207.72,0,2.85
2014,12,16,1.91,0.00,1.02,2.10,2.93,235.00,0,3.56
2014,12,17,1.73,0.00,0.81,1.94,2.53,244.87,0,2.19
2014,12,18,1.45,0.00,0.24,1.30,1.69,162.52,1,1.87
2014,12,19,1.53,0.00,0.35,1.91,1.88,248.04,0,1.99
2014,12,20,1.72,0.00,0.38,2.07,2.10,253.00,0,1.99
2014,12,21,1.96,0.00,0.39,2.13,2.35,239.05,0,2.37
2014,12,22,1.75,0.00,0.28,1.55,2.03,167.66,0,2.03
2014,12,23,1.56,0.00,0.29,1.60,1.85,180.98,0,2.74
2014,12,24,1.68,0.00,0.34,2.09,2.02,254.45,1,2.16
2014,12,25,1.80,0.00,0.34,2.12,2.14,252.45,0,2.73
2014,12,26,1.46,0.00,0.20,1.70,1.66,223.92,0,1.92
2014,12,27,1.73,0.00,0.24,1.96,1.97,241.70,0,2.12
2014,12,28,1.90,0.00,0.24,2.01,2.14,230.11,1,2.46
2014,12,29,1.66,0.00,0.18,1.49,1.84,174.52,0,2.36
2014,12,30,1.58,0.00,0.21,1.69,1.78,210.10,1,1.87
2014,12,31,1.78,0.00,0.25,2.01,2.03,244.00,0,2.01
